method_id,project,file_path,startline,endline,method_loc,srp,ocp,dip,clone_type,method_source
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java:403-427,struts,test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java,403,427,25.0,2,2,1,T3,"public void testSimpleThemeImageUsingActionAndMethod () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setFoo (""bar"");
    SubmitTag tag = new SubmitTag ();
    tag.setPageContext (pageContext);
    tag.setTheme (""simple"");
    tag.setType (""button"");
    tag.setName (""myname"");
    tag.setLabel (""mylabel"");
    tag.setAction (""manager"");
    tag.setMethod (""update"");
    tag.doStartTag ();
    tag.doEndTag ();
    verify (TextFieldTag.class.getResource (""Submit-7.txt""));
    SubmitTag freshTag = new SubmitTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/commons/util/ReflectionUtilsTests.java:851-860,junit5,test/java/org/junit/platform/commons/util/ReflectionUtilsTests.java,851,860,10.0,2,2,2,T3,"void tryToLoadClassForBinaryPrimitiveArrayName () {
    assertTryToLoadClass (""[Z"", boolean [].class);
    assertTryToLoadClass (""[C"", char [].class);
    assertTryToLoadClass (""[B"", byte [].class);
    assertTryToLoadClass (""[S"", short [].class);
    assertTryToLoadClass (""[I"", int [].class);
    assertTryToLoadClass (""[J"", long [].class);
    assertTryToLoadClass (""[F"", float [].class);
    assertTryToLoadClass (""[D"", double [].class);
}"
systems/Projects/struts-main/plugins/json/src/test/java/org/apache/struts2/json/JSONEnumTest.java:76-124,struts,test/java/org/apache/struts2/json/JSONEnumTest.java,76,124,49.0,1,2,0,T3,"public void testEnumAsBean () throws Exception {
    Bean bean1 = new Bean ();
    bean1.setStringField (""str"");
    bean1.setBooleanField (true);
    bean1.setCharField ('s');
    bean1.setDoubleField (10.1);
    bean1.setFloatField (1.5f);
    bean1.setIntField (10);
    bean1.setLongField (100);
    bean1.setEnumField (AnEnum.ValueA);
    bean1.setEnumBean (AnEnumBean.Two);
    JSONWriter jsonWriter = new DefaultJSONWriter ();
    jsonWriter.setEnumAsBean (true);
    String json = jsonWriter.write (bean1);
    Map result = (Map) JSONUtil.deserialize (json);
    assertEquals (""str"", result.get (""stringField""));
    assertEquals (true, result.get (""booleanField""));
    assertEquals (""s"", result.get (""charField""));
    assertEquals (10.1, result.get (""doubleField""));
    assertEquals (1.5, result.get (""floatField""));
    assertEquals (10L, result.get (""intField""));
    Map enumBean1 = (Map) result.get (""enumField"");
    assertNotNull (enumBean1);
    assertEquals (AnEnum.ValueA, AnEnum.valueOf ((String) enumBean1.get (""_name"")));
    Map enumBean2 = (Map) result.get (""enumBean"");
    assertEquals (AnEnumBean.Two, AnEnumBean.valueOf ((String) enumBean2.get (""_name"")));
    assertEquals (AnEnumBean.Two.getPropA (), (String) enumBean2.get (""propA""));
    assertEquals (AnEnumBean.Two.getPropB (), (String) enumBean2.get (""propB""));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/HiddenTest.java:225-253,struts,test/java/org/apache/struts2/views/jsp/ui/HiddenTest.java,225,253,29.0,2,2,1,T3,"public void testDynamicAttributesWithStack_clearTagStateSet () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setId (27357L);
    HiddenTag tag = new HiddenTag ();
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setPageContext (pageContext);
    tag.setId (""einszwei"");
    tag.setName (""first"");
    tag.setValue (""%{id}"");
    tag.setDynamicAttribute ("""", ""data-wuffmiauww"", ""%{id}"");
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    tag.doEndTag ();
    assertSame (stack.pop (), testAction);
    assertNotSame (stack.pop (), tag);
    verify (TextFieldTag.class.getResource (""Hidden-3.txt""));
    HiddenTag freshTag = new HiddenTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java:346-357,junit5,test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java,346,357,12.0,2,2,2,T3,"void configurationParametersResource_lastDeclaredResourceFileWins () {
    var discoveryRequest = request ().configurationParametersResources (""config-test.properties"").configurationParametersResources (""config-test-override.properties"").build ();
    var configParams = discoveryRequest.getConfigurationParameters ();
    assertThat (configParams.get (""com.example.prop.first"")).contains (""first value from override file"");
    assertThat (configParams.get (""com.example.prop.second"")).contains (""second value"");
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java:779-802,struts,test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java,779,802,24.0,1,2,1,T3,"public void testFutureLessOneHour_clearTagStateSet () throws Exception {
    Date now = new Date ();
    Calendar future = Calendar.getInstance ();
    future.setTime (now);
    future.add (Calendar.MINUTE, 36);
    future.add (Calendar.SECOND, 5);
    context.put (""myDate"", future.getTime ());
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setName (""myDate"");
    tag.setNice (true);
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    tag.doEndTag ();
    assertEquals (""in 36 minutes"", writer.toString ());
    DateTag freshTag = new DateTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/validator/validators/ConditionalVisitorFieldValidator.java:85-104,struts,main/java/org/apache/struts2/validator/validators/ConditionalVisitorFieldValidator.java,85,104,20.0,1,2,2,T3,"public boolean validateExpression (Object object) throws ValidationException {
    Boolean answer = Boolean.FALSE;
    Object obj = null;
    try {
        obj = getFieldValue (expression, object);
    } catch (ValidationException e) {
        throw e;
    } catch (Exception e) {
    }
    if (obj instanceof Boolean) {
        answer = (Boolean) obj;
    }
    else {
        LOG.warn (""Got result of {} when trying to get Boolean."", obj);
    }
    return answer;
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/result/ServletRedirectResultTest.java:81-94,struts,test/java/org/apache/struts2/result/ServletRedirectResultTest.java,81,94,14.0,2,2,2,T3,"public void testFullUrlRedirect () {
    view.setLocation (""http://localhost/bar/foo.jsp"");
    responseMock.expectAndReturn (""encodeRedirectURL"", C.args (C.eq (""http://localhost/bar/foo.jsp"")), ""http://localhost/bar/foo.jsp"");
    responseMock.expect (""sendRedirect"", C.args (C.eq (""http://localhost/bar/foo.jsp"")));
    try {
        view.execute (ai);
        requestMock.verify ();
        responseMock.verify ();
    } catch (Exception e) {
        e.printStackTrace ();
        fail ();
    }
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertArrayEqualsAssertionsTests.java:1745-1763,junit5,test/java/org/junit/jupiter/api/AssertArrayEqualsAssertionsTests.java,1745,1763,19.0,2,2,2,T3,"void assertArrayEqualsObjectArrayVsNullAndMessageSupplier () {
    try {
        assertArrayEquals (null, new Object [] {42, ""42"", new float [] {42F}, 42D}, () -> ""message"");
        expectAssertionFailedError ();
    } catch (AssertionFailedError ex) {
        assertMessageStartsWith (ex, ""message"");
        assertMessageEndsWith (ex, ""expected array was <null>"");
    }
    try {
        assertArrayEquals (new Object [] {new Object [] {""a""}, new Object ()}, null, () -> ""message"");
        expectAssertionFailedError ();
    } catch (AssertionFailedError ex) {
        assertMessageStartsWith (ex, ""message"");
        assertMessageEndsWith (ex, ""actual array was <null>"");
    }
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/boot/model/process/internal/InferredBasicValueResolution.java:30-43,hibernate-orm,main/java/org/hibernate/boot/model/process/internal/InferredBasicValueResolution.java,30,43,14.0,2,2,2,T3,"public InferredBasicValueResolution (JdbcMapping jdbcMapping, JavaType < J > domainJtd, JavaType < T > relationalJtd, JdbcType jdbcType, BasicType < J > legacyType, MutabilityPlan < J > mutabilityPlan) {
    this.jdbcMapping = jdbcMapping;
    this.legacyType = legacyType;
    this.domainJtd = domainJtd;
    this.relationalJtd = relationalJtd;
    this.jdbcType = jdbcType;
    this.mutabilityPlan = mutabilityPlan == null ? domainJtd.getMutabilityPlan () : mutabilityPlan;
}"
