method_id,project,file_path,startline,endline,method_loc,srp,ocp,dip,clone_type,method_source
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/type/PostgreSQLStructCastingJdbcType.java:68-97,hibernate-orm,main/java/org/hibernate/dialect/type/PostgreSQLStructCastingJdbcType.java,68,97,30.0,2,2,1,T3,"public < X > ValueBinder < X > getBinder (JavaType < X > javaType) {
    return new BasicBinder < > (javaType, this) {
        @Override
        protected void doBind (PreparedStatement st, X value, int index, WrapperOptions options) throws SQLException {
            final String stringValue = ((PostgreSQLStructCastingJdbcType) getJdbcType ()).toString (value, getJavaType (), options);
            st.setString (index, stringValue);
        }@Override
        protected void doBind (CallableStatement st, X value, String name, WrapperOptions options) throws SQLException {
            final String stringValue = ((PostgreSQLStructCastingJdbcType) getJdbcType ()).toString (value, getJavaType (), options);
            st.setString (name, stringValue);
        }@Override
        public Object getBindValue (X value, WrapperOptions options) throws SQLException {
            return ((PostgreSQLStructCastingJdbcType) getJdbcType ()).getBindValue (value, options);
        }
    }
    ;
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/conversion/impl/AnnotationXWorkConverterTest.java:100-119,struts,test/java/org/apache/struts2/conversion/impl/AnnotationXWorkConverterTest.java,100,119,20.0,2,2,1,T3,"public void testFieldErrorMessageAddedForComplexProperty () {
    SimpleAnnotationAction action = new SimpleAnnotationAction ();
    action.setBean (new AnnotatedTestBean ());
    ValueStack stack = ActionContext.getContext ().getValueStack ();
    stack.push (action);
    Map < String, Object > ognlStackContext = stack.getContext ();
    ognlStackContext.put (XWorkConverter.REPORT_CONVERSION_ERRORS, Boolean.TRUE);
    ognlStackContext.put (XWorkConverter.CONVERSION_PROPERTY_FULLNAME, ""bean.birth"");
    String [] value = new String [] {""invalid date""};
    assertEquals (""Conversion should have failed."", OgnlRuntime.NoConversionPossible, converter.convertValue (ognlStackContext, action.getBean (), null, ""birth"", value, Date.class));
    stack.pop ();
    Map < String, ConversionData > conversionErrors = stack.getActionContext ().getConversionErrors ();
    assertNotNull (conversionErrors);
    assertEquals (1, conversionErrors.size ());
    assertEquals (value, conversionErrors.get (""bean.birth"").getValue ());
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java:804-824,struts,test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java,804,824,21.0,0,2,1,T3,"public void testFutureLessOneYear () throws Exception {
    Date now = new Date ();
    Calendar future = Calendar.getInstance ();
    future.setTime (now);
    future.add (Calendar.HOUR, 40 * 24);
    future.add (Calendar.SECOND, 5);
    context.put (""myDate"", future.getTime ());
    tag.setName (""myDate"");
    tag.setNice (true);
    tag.doStartTag ();
    tag.doEndTag ();
    assertEquals (""in 40 days"", writer.toString ());
    DateTag freshTag = new DateTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/TooltipTest.java:743-803,struts,test/java/org/apache/struts2/views/jsp/ui/TooltipTest.java,743,803,61.0,1,2,0,T3,"public void testUsingParamValueToSetConfigurations () throws Exception {
    FormTag formTag = new FormTag ();
    formTag.setName (""myForm"");
    formTag.setPageContext (pageContext);
    formTag.setId (""myFormId"");
    formTag.setAction (""testAction"");
    ParamTag formParamTag = new ParamTag ();
    formParamTag.setPageContext (pageContext);
    formParamTag.setName (""tooltipConfig"");
    formParamTag.setValue (""#{"" + ""'tooltipIcon':'/static/tooltip/myTooltip.gif', "" + ""'tooltipDelay':'500', "" + ""'jsTooltipEnabled':'true' "" + ""}"");
    TextFieldTag tag = new TextFieldTag ();
    tag.setPageContext (pageContext);
    tag.setLabel (""MyLabel"");
    tag.setId (""myId"");
    tag.setTooltip (""myTooltip"");
    ParamTag textFieldParamTag = new ParamTag ();
    textFieldParamTag.setPageContext (pageContext);
    textFieldParamTag.setName (""tooltipConfig"");
    textFieldParamTag.setValue (""#{"" + ""'tooltipIcon':'/static/tooltip/myTooltip2.gif', "" + ""'tooltipDelay':'5000' "" + ""}"");
    formTag.doStartTag ();
    formParamTag.doStartTag ();
    formParamTag.doEndTag ();
    tag.doStartTag ();
    textFieldParamTag.doStartTag ();
    textFieldParamTag.doEndTag ();
    tag.doEndTag ();
    formTag.doEndTag ();
    verify (TooltipTest.class.getResource (""tooltip-3.txt""));
    TextFieldTag freshTag = new TextFieldTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
    FormTag freshFormTag = new FormTag ();
    freshFormTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (formTag, freshFormTag));
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/discovery/DiscoverySelectorResolverTests.java:623-636,junit5,test/java/org/junit/jupiter/engine/discovery/DiscoverySelectorResolverTests.java,623,636,14.0,2,2,2,T3,"void doubleNestedTestResolutionFromClass () {
    ClassSelector selector = selectClass (TestCaseWithNesting.NestedTestCase.DoubleNestedTestCase.class);
    resolve (request ().selectors (selector));
    List < UniqueId > uniqueIds = uniqueIds ();
    assertThat (uniqueIds).hasSize (4);
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.class));
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.NestedTestCase.class));
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.NestedTestCase.DoubleNestedTestCase.class));
    assertThat (uniqueIds).contains (uniqueIdForMethod (TestCaseWithNesting.NestedTestCase.DoubleNestedTestCase.class, ""testC()""));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/TextfieldTest.java:141-166,struts,test/java/org/apache/struts2/views/jsp/ui/TextfieldTest.java,141,166,26.0,2,2,1,T3,"public void testNoLabelJsp_clearTagStateSet () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setFoo (""bar"");
    TextFieldTag tag = new TextFieldTag ();
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setPageContext (pageContext);
    tag.setName (""myname"");
    tag.setValue (""%{foo}"");
    tag.setSize (""10"");
    tag.setOnblur (""blahescape('somevalue');"");
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    tag.doEndTag ();
    verify (TextFieldTag.class.getResource (""Textfield-3.txt""));
    TextFieldTag freshTag = new TextFieldTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/HierarchicalTestExecutorTests.java:300-320,junit5,test/java/org/junit/platform/engine/support/hierarchical/HierarchicalTestExecutorTests.java,300,320,21.0,2,2,2,T3,"void exceptionInCleanUp () throws Exception {
    var cleanUpException = new RuntimeException (""in cleanUp()"");
    doThrow (cleanUpException).when (root).cleanUp (rootContext);
    executor.execute ();
    var rootExecutionResult = ArgumentCaptor.forClass (TestExecutionResult.class);
    var inOrder = inOrder (listener, root);
    inOrder.verify (root).prepare (rootContext);
    inOrder.verify (root).shouldBeSkipped (rootContext);
    inOrder.verify (listener).executionStarted (root);
    inOrder.verify (root).execute (eq (rootContext), any ());
    inOrder.verify (root).after (rootContext);
    inOrder.verify (root).cleanUp (rootContext);
    inOrder.verify (listener).executionFinished (eq (root), rootExecutionResult.capture ());
    inOrder.verifyNoMoreInteractions ();
    assertThat (rootExecutionResult.getValue ().getStatus ()).isEqualTo (FAILED);
    assertThat (rootExecutionResult.getValue ().getThrowable ()).containsSame (cleanUpException);
    assertThat (cleanUpException.getSuppressed ()).isEmpty ();
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/engine/support/store/NamespacedHierarchicalStoreTests.java:169-179,junit5,test/java/org/junit/platform/engine/support/store/NamespacedHierarchicalStoreTests.java,169,179,11.0,2,2,2,T3,"void getWithTypeSafetyAndInvalidRequiredTypeThrowsException () {
    Integer key = 42;
    String value = ""enigma"";
    store.put (namespace, key, value);
    Exception exception = assertThrows (NamespacedHierarchicalStoreException.class, () -> store.get (namespace, key, Number.class));
    assertEquals (""Object stored under key [42] is not of required type [java.lang.Number], but was [java.lang.String]: enigma"", exception.getMessage ());
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/TextfieldTest.java:832-858,struts,test/java/org/apache/struts2/views/jsp/ui/TextfieldTest.java,832,858,27.0,2,2,0,T3,"public void testErrorPositionTopCssXhtmlTheme () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setFoo (""bar"");
    TextFieldTag tag = new TextFieldTag ();
    tag.setPageContext (pageContext);
    tag.setId (""myId"");
    tag.setLabel (""mylabel"");
    tag.setName (""foo"");
    tag.setValue (""bar"");
    tag.setTitle (""mytitle"");
    tag.setErrorPosition (""top"");
    tag.setTheme (""css_xhtml"");
    testAction.addFieldError (""foo"", ""bar error message"");
    tag.doStartTag ();
    tag.doEndTag ();
    verify (TextFieldTag.class.getResource (""Textfield-11.txt""));
    TextFieldTag freshTag = new TextFieldTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/function/array/HSQLArraySetFunction.java:24-43,hibernate-orm,main/java/org/hibernate/dialect/function/array/HSQLArraySetFunction.java,24,43,20.0,2,2,2,T3,"public void render (SqlAppender sqlAppender, List < ? extends SqlAstNode > sqlAstArguments, ReturnableType < ? > returnType, SqlAstTranslator < ? > walker) {
    final Expression arrayExpression = (Expression) sqlAstArguments.get (0);
    final Expression indexExpression = (Expression) sqlAstArguments.get (1);
    final Expression elementExpression = (Expression) sqlAstArguments.get (2);
    sqlAppender.append (""(select array_agg(case when i.idx="");
    indexExpression.accept (walker);
    sqlAppender.append ("" then "");
    elementExpression.accept (walker);
    sqlAppender.append ("" else t.val end) from unnest(sequence_array(1,greatest(cardinality("");
    arrayExpression.accept (walker);
    sqlAppender.append (""),"");
    indexExpression.accept (walker);
    sqlAppender.append (""),1)) i(idx) left join unnest("");
    arrayExpression.accept (walker);
    sqlAppender.append ("") with ordinality t(val, idx) on i.idx=t.idx)"");
}"
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/views/jsp/ui/FormTag.java:57-73,struts,main/java/org/apache/struts2/views/jsp/ui/FormTag.java,57,73,17.0,2,2,2,T3,"protected void populateParams () {
    super.populateParams ();
    Form form = ((Form) component);
    form.setAction (action);
    form.setTarget (target);
    form.setEnctype (enctype);
    form.setMethod (method);
    form.setNamespace (namespace);
    form.setValidate (validate);
    form.setOnreset (onreset);
    form.setOnsubmit (onsubmit);
    form.setPortletMode (portletMode);
    form.setWindowState (windowState);
    form.setAcceptcharset (acceptcharset);
    form.setFocusElement (focusElement);
    form.setIncludeContext (includeContext);
}"
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/ognl/TilesContextPropertyAccessorDelegateFactoryTest.java:118-135,struts,test/java/org/apache/tiles/ognl/TilesContextPropertyAccessorDelegateFactoryTest.java,118,135,18.0,2,2,1,T3,"public void testGetPropertyAccessorSessionScope () {
    PropertyAccessor objectPropertyAccessor = createMock (PropertyAccessor.class);
    PropertyAccessor applicationContextPropertyAccessor = createMock (PropertyAccessor.class);
    PropertyAccessor requestScopePropertyAccessor = createMock (PropertyAccessor.class);
    PropertyAccessor sessionScopePropertyAccessor = createMock (PropertyAccessor.class);
    PropertyAccessor applicationScopePropertyAccessor = createMock (PropertyAccessor.class);
    Request request = createMock (Request.class);
    replay (objectPropertyAccessor, applicationContextPropertyAccessor, requestScopePropertyAccessor, sessionScopePropertyAccessor, applicationScopePropertyAccessor, request);
    PropertyAccessorDelegateFactory < Request > factory = new TilesContextPropertyAccessorDelegateFactory (objectPropertyAccessor, applicationContextPropertyAccessor, requestScopePropertyAccessor, sessionScopePropertyAccessor);
    assertEquals (requestScopePropertyAccessor, factory.getPropertyAccessor (""attribute"", request));
    verify (objectPropertyAccessor, applicationContextPropertyAccessor, requestScopePropertyAccessor, sessionScopePropertyAccessor, applicationScopePropertyAccessor, request);
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/suite/commons/SuiteLauncherDiscoveryRequestBuilderTests.java:86-95,junit5,test/java/org/junit/platform/suite/commons/SuiteLauncherDiscoveryRequestBuilderTests.java,86,95,10.0,2,2,2,T3,"void configurationParameter () {
    @ConfigurationParameter (key = ""com.example"", value = ""*"")
    class Suite {

    }
    LauncherDiscoveryRequest request = builder.applyConfigurationParametersFromSuite (Suite.class).build ();
    ConfigurationParameters configuration = request.getConfigurationParameters ();
    Optional < String > parameter = configuration.get (""com.example"");
    assertEquals (Optional.of (""*""), parameter);
}"
systems/Projects/struts-main/plugins/tiles/src/main/java/org/apache/tiles/request/servlet/ServletRequest.java:243-257,struts,main/java/org/apache/tiles/request/servlet/ServletRequest.java,243,257,15.0,2,2,1,T3,"public void doInclude (String path) throws IOException {
    RequestDispatcher rd = request.getRequestDispatcher (path);
    if (rd == null) {
        throw new IOException (""No request dispatcher returned for path '"" + path + ""'"");
    }
    try {
        rd.include (request, response);
    } catch (ServletException ex) {
        throw ServletUtil.wrapServletException (ex, ""ServletException including path '"" + path + ""'."");
    }
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/result/StreamResultTest.java:191-215,struts,test/java/org/apache/struts2/result/StreamResultTest.java,191,215,25.0,2,2,2,T3,"public void testStreamResultParse2 () throws Exception {
    result.setParse (true);
    result.setInputName (""streamForImage"");
    result.setBufferSize (128);
    result.setContentLength (String.valueOf (contentLength));
    result.setContentDisposition (""filename=\""logo.png\"""");
    result.setContentType (""image/jpeg"");
    result.doExecute (""helloworld"", mai);
    assertEquals (String.valueOf (contentLength), result.getContentLength ());
    assertEquals (""image/jpeg"", result.getContentType ());
    assertEquals (""streamForImage"", result.getInputName ());
    assertEquals (128, result.getBufferSize ());
    assertEquals (""filename=\""logo.png\"""", result.getContentDisposition ());
    assertEquals (""image/jpeg"", response.getContentType ());
    assertEquals (contentLength, response.getContentLength ());
    assertEquals (""filename=\""logo.png\"""", response.getHeader (""Content-disposition""));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FormTagTest.java:1412-1470,struts,test/java/org/apache/struts2/views/jsp/ui/FormTagTest.java,1412,1470,59.0,2,2,1,T3,"public void testFormTagForStackOverflowException2_clearTagStateSet () throws Exception {
    withRequestPath (""/requestUri"");
    FormTag form1 = new FormTag ();
    form1.setPerformClearTagStateForTagPoolingServers (true);
    form1.setPageContext (pageContext);
    form1.doStartTag ();
    setComponentTagClearTagState (form1, true);
    assertEquals (form1.getComponent ().getComponentStack ().size (), 1);
    FormTag form2 = new FormTag ();
    form2.setPerformClearTagStateForTagPoolingServers (true);
    form2.setPageContext (pageContext);
    form2.doStartTag ();
    setComponentTagClearTagState (form2, true);
    assertEquals (form2.getComponent ().getComponentStack ().size (), 2);
    ActionTag tag = new ActionTag ();
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setPageContext (pageContext);
    tag.setName (""testAction"");
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    assertEquals (tag.getComponent ().getComponentStack ().size (), 3);
    tag.doEndTag ();
    assertEquals (form2.getComponent ().getComponentStack ().size (), 2);
    form2.doEndTag ();
    assertEquals (form1.getComponent ().getComponentStack ().size (), 1);
    form1.doEndTag ();
    assertNull (form1.getComponent ());
    FormTag freshFormTag = new FormTag ();
    freshFormTag.setPerformClearTagStateForTagPoolingServers (true);
    freshFormTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (form1, freshFormTag));
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (form2, freshFormTag));
    ActionTag freshTag = new ActionTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/plugins/tiles/src/main/java/org/apache/tiles/web/jsp/taglib/SetCurrentContainerTag.java:68-79,struts,main/java/org/apache/tiles/web/jsp/taglib/SetCurrentContainerTag.java,68,79,12.0,1,2,0,T3,"public void doTag () throws JspException, IOException {
    AutotagRuntime < org.apache.tiles.request.Request > runtime = new org.apache.tiles.request.jsp.autotag.JspAutotagRuntime ();
    if (runtime instanceof SimpleTagSupport) {
        SimpleTagSupport tag = (SimpleTagSupport) runtime;
        tag.setJspContext (getJspContext ());
        tag.setJspBody (getJspBody ());
        tag.setParent (getParent ());
        tag.doTag ();
    }
    org.apache.tiles.request.Request request = runtime.createRequest ();
    model.execute (containerKey, request);
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/sql/results/jdbc/internal/AbstractResultSetAccess.java:31-45,hibernate-orm,main/java/org/hibernate/sql/results/jdbc/internal/AbstractResultSetAccess.java,31,45,15.0,2,2,2,T3,"protected ResultSetMetaData getMetaData () {
    if (resultSetMetaData == null) {
        try {
            resultSetMetaData = getResultSet ().getMetaData ();
        } catch (SQLException e) {
            throw persistenceContext.getJdbcServices ().getSqlExceptionHelper ().convert (e, ""Unable to access ResultSetMetaData"");
        }
    }
    return resultSetMetaData;
}"
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/SlimCommandRunningClient.java:167-180,fitnesse,fitnesse/testsystems/slim/SlimCommandRunningClient.java,167,180,14.0,1,2,1,T3,"public Map < String, Object > invokeAndGetResponse (List < Instruction > statements) throws SlimCommunicationException {
    if (statements.isEmpty ()) return Collections.emptyMap ();
    String instructions = SlimSerializer.serialize (new SlimListBuilder (slimServerVersion).toList (statements));
    String results;
    try {
        SlimStreamReader.sendSlimMessage (writer, instructions);
        results = reader.getSlimMessage ();
    } catch (IOException e) {
        throw new SlimCommunicationException (""Could not send/receive data with SUT"", e);
    }
    List < Object > resultList = SlimDeserializer.deserialize (results);
    return resultToMap (resultList);
}"
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/core/definition/dao/ResolvingLocaleUrlDefinitionDAOTest.java:301-332,struts,test/java/org/apache/tiles/core/definition/dao/ResolvingLocaleUrlDefinitionDAOTest.java,301,332,32.0,1,2,1,T3,"public void testWildcardMapping () {
    List < ApplicationResource > urls = new ArrayList < > ();
    urls.add (urlWildcard);
    definitionDao.setSources (urls);
    definitionDao.setReader (new DigesterDefinitionsReader ());
    Definition definition = definitionDao.getDefinition (""test.defName.subLayered"", Locale.ITALY);
    assertEquals (""The template is not correct"", ""/testName.jsp"", definition.getTemplateAttribute ().getValue ());
    assertEquals (""The header attribute is not correct"", ""/common/headerLayered.jsp"", definition.getAttribute (""header"").getValue ());
    definition = definitionDao.getDefinition (""test.defName.subLayered"", Locale.ITALIAN);
    assertEquals (""The template is not correct"", ""/testName.jsp"", definition.getTemplateAttribute ().getValue ());
    assertEquals (""The header attribute is not correct"", ""/common/headerLayered.jsp"", definition.getAttribute (""header"").getValue ());
    definition = definitionDao.getDefinition (""test.defName.subLayered"", null);
    assertEquals (""The template is not correct"", ""/testName.jsp"", definition.getTemplateAttribute ().getValue ());
    assertEquals (""The header attribute is not correct"", ""/common/headerLayered.jsp"", definition.getAttribute (""header"").getValue ());
    definition = definitionDao.getDefinition (""test.defName.noAttribute"", null);
    assertEquals (""/testName.jsp"", definition.getTemplateAttribute ().getValue ());
    assertNull (definition.getLocalAttributeNames ());
    definition = definitionDao.getDefinition (""test.def3"", null);
    assertNotNull (""The simple definition is null"", definition);
    definition = definitionDao.getDefinition (""test.extended.defName.subLayered"", null);
    assertEquals (""test.defName.subLayered"", definition.getExtends ());
    assertEquals (ATTRIBUTE_NAMES_COUNT, definition.getLocalAttributeNames ().size ());
    assertEquals (""The template is not correct"", ""/testName.jsp"", definition.getTemplateAttribute ().getValue ());
    assertEquals (""Overridden Title"", definition.getAttribute (""title"").getValue ());
    assertEquals (""The header attribute is not correct"", ""/common/headerLayered.jsp"", definition.getAttribute (""header"").getValue ());
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/ExtensionRegistryTests.java:187-201,junit5,test/java/org/junit/jupiter/engine/extension/ExtensionRegistryTests.java,187,201,15.0,2,2,2,T3,"void registeringSameExtensionImplementationInParentAndChildDoesNotResultInDuplicate () {
    MutableExtensionRegistry parent = registry;
    parent.registerExtension (MyExtension.class);
    assertEquals (1, countExtensions (parent, MyExtensionApi.class));
    MutableExtensionRegistry child = createRegistryFrom (parent, Stream.of (MyExtension.class, YourExtension.class));
    assertExtensionRegistered (child, MyExtension.class);
    assertExtensionRegistered (child, YourExtension.class);
    assertEquals (2, countExtensions (child, MyExtensionApi.class));
    ExtensionRegistry grandChild = createRegistryFrom (child, Stream.of (MyExtension.class, YourExtension.class));
    assertExtensionRegistered (grandChild, MyExtension.class);
    assertExtensionRegistered (grandChild, YourExtension.class);
    assertEquals (2, countExtensions (grandChild, MyExtensionApi.class));
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/sql/ast/spi/ExpressionReplacementWalker.java:477-492,hibernate-orm,main/java/org/hibernate/sql/ast/spi/ExpressionReplacementWalker.java,477,492,16.0,2,2,1,T3,"public void visitRelationalPredicate (ComparisonPredicate comparisonPredicate) {
    final Expression lhs = replaceExpression (comparisonPredicate.getLeftHandExpression ());
    final Expression rhs = replaceExpression (comparisonPredicate.getRightHandExpression ());
    if (lhs != comparisonPredicate.getLeftHandExpression () || rhs != comparisonPredicate.getRightHandExpression ()) {
        returnedNode = new ComparisonPredicate (lhs, comparisonPredicate.getOperator (), rhs, comparisonPredicate.getExpressionType ());
    }
    else {
        returnedNode = comparisonPredicate;
    }
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/dispatcher/DispatcherTest.java:473-495,struts,test/java/org/apache/struts2/dispatcher/DispatcherTest.java,473,495,23.0,2,2,1,T3,"public void testGetLocale_With_BadDefaultLocale_RequestLocale_en_UK () {
    HttpServletRequest request = mock (HttpServletRequest.class);
    MockHttpSession mockHttpSession = new MockHttpSession ();
    when (request.getCharacterEncoding ()).thenReturn (UTF_8.name ());
    when (request.getHeader (""X-Requested-With"")).thenReturn ("""");
    when (request.getParameterMap ()).thenReturn (emptyMap ());
    when (request.getSession (anyBoolean ())).thenReturn (mockHttpSession);
    when (request.getLocale ()).thenReturn (Locale.UK);
    HttpServletResponse response = new MockHttpServletResponse ();
    initDispatcher (new HashMap < String, String > () {

        {
            put (StrutsConstants.STRUTS_I18N_ENCODING, UTF_8.name ());
            put (StrutsConstants.STRUTS_LOCALE, ""This_is_not_a_valid_Locale_string"");
        }

    }
    );
    dispatcher.prepare (request, response);
    ActionContext context = ActionContext.of (createTestContextMap (dispatcher, request, response));
    assertEquals (Locale.UK, context.getLocale ());
}"
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/core/definition/pattern/BasicPatternDefinitionResolverTest.java:46-77,struts,test/java/org/apache/tiles/core/definition/pattern/BasicPatternDefinitionResolverTest.java,46,77,32.0,2,2,1,T3,"public void testAddDefinitionsAsPatternMatchers () {
    DefinitionPatternMatcherFactory factory = createMock (DefinitionPatternMatcherFactory.class);
    PatternRecognizer recognizer = createMock (PatternRecognizer.class);
    DefinitionPatternMatcher firstMatcher = createMock (DefinitionPatternMatcher.class);
    DefinitionPatternMatcher thirdMatcher = createMock (DefinitionPatternMatcher.class);
    expect (recognizer.isPatternRecognized (""first"")).andReturn (true);
    expect (recognizer.isPatternRecognized (""second"")).andReturn (false);
    expect (recognizer.isPatternRecognized (""third"")).andReturn (true);
    Definition firstDefinition = new Definition (""first"", null, null);
    Definition secondDefinition = new Definition (""second"", null, null);
    Definition thirdDefinition = new Definition (""third"", null, null);
    expect (factory.createDefinitionPatternMatcher (""first"", firstDefinition)).andReturn (firstMatcher);
    expect (factory.createDefinitionPatternMatcher (""third"", thirdDefinition)).andReturn (thirdMatcher);
    replay (factory, recognizer, firstMatcher, thirdMatcher);
    BasicPatternDefinitionResolver < Integer > resolver = new BasicPatternDefinitionResolver < > (factory, recognizer);
    Map < String, Definition > localeDefsMap = new LinkedHashMap < > ();
    localeDefsMap.put (""first"", firstDefinition);
    localeDefsMap.put (""second"", secondDefinition);
    localeDefsMap.put (""third"", thirdDefinition);
    List < DefinitionPatternMatcher > matchers = new ArrayList < > ();
    resolver.addDefinitionsAsPatternMatchers (matchers, localeDefsMap);
    assertEquals (2, matchers.size ());
    assertEquals (firstMatcher, matchers.get (0));
    assertEquals (thirdMatcher, matchers.get (1));
    verify (factory, recognizer, firstMatcher, thirdMatcher);
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/interceptor/CspInterceptorTest.java:48-59,struts,test/java/org/apache/struts2/interceptor/CspInterceptorTest.java,48,59,12.0,2,2,2,T3,"public void test_whenRequestReceived_thenNonceIsSetInSession_andCspHeaderContainsIt () throws Exception {
    String reportUri = ""/barfoo"";
    boolean reporting = false;
    interceptor.setReportUri (reportUri);
    interceptor.setEnforcingMode (reporting);
    interceptor.intercept (mai);
    assertNotNull (""Nonce key does not exist"", session.getAttribute (""nonce""));
    assertFalse (""Nonce value is empty"", Strings.isEmpty ((String) session.getAttribute (""nonce"")));
    checkHeader (reportUri, reporting);
}"
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/slim/instructions/CallAndOptionalAssignInstruction.java:36-46,fitnesse,fitnesse/slim/instructions/CallAndOptionalAssignInstruction.java,36,46,11.0,2,2,2,T3,"public String toString () {
    final StringBuilder sb = new StringBuilder ();
    sb.append (""{id='"").append (getId ()).append ('\'');
    sb.append ("", instruction='"").append (instructionName).append ('\'');
    symbolName.ifPresent (sn -> sb.append ("", symbolName='"").append (sn).append ('\''));
    sb.append ("", instanceName='"").append (instanceName).append ('\'');
    sb.append ("", methodName='"").append (methodName).append ('\'');
    sb.append ("", args="").append (Arrays.toString (args));
    sb.append ('}');
    return sb.toString ();
}"
